,id,Cod,Plan,Accion,Actividad,Tipo,Parada,Relevancia,Especialidad,D,S,2S,M,MC,2M,T,SE,8M,A,1.5A,2A,3A,4A,5A,6A,8A,10A,1000,1300,1800,6000,22500,40000,55000,55000C,Verificacion,Trabajo,Observaciones,,False
26,19,MEPA-A21,MOTOR ELECTRICO PRINCIPAL ,MONITORIZAR,Inspeccion de alineacion del motor y acoples,Actividad,TRUE,ALTA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
27,20,MEPA-A22,MOTOR ELECTRICO PRINCIPAL ,MEDIR,Resistencia de aislamiento del motor principal,Actividad,TRUE,ALTA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
28,21,MEPA-A14,MOTOR ELECTRICO PRINCIPAL ,REEQUIPAR,Debe realizarse un cambio de grasa y si fuera necesario también de rodamientos ,Actividad,TRUE,MEDIA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Cambio grasa Motor,,,
29,2,REFR,REFRIGERACION DE MOTOR ,,,Plan,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
30,22,MEPA-A23,REFRIGERACION DE MOTOR,VERIFICAR,Funcionamiento del motor de refrigracion,Actividad,FALSE,MEDIA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
31,23,MEPA-A30,REFRIGERACION DE MOTOR,MEDIR,"Nivel de tensiones, Nivel de corrientes, en el motor",Actividad,FALSE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
32,31,8,REFRIGERACION DE MOTOR,MEDIR,Registrar la corriente en la fase U en [A] del motor de refrigeracion ,Tarea,FALSE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
33,32,9,REFRIGERACION DE MOTOR,MEDIR,Registrar la corriente en la fase V en [A] del motor de refrigeracion ,Tarea,FALSE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
34,33,10,REFRIGERACION DE MOTOR,MEDIR,Registrar la corriente en la fase W en [A] del motor de refrigeracion ,Tarea,FALSE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
35,34,11,REFRIGERACION DE MOTOR,MEDIR,Registrar el nivel de tension  de las fases U-V en [V] del motor de refrigeracion ,Tarea,FALSE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
36,35,12,REFRIGERACION DE MOTOR,MEDIR,Registrar el nivel de tension  de las fases U-W en [V] del motor de refrigeracion ,Tarea,FALSE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
37,36,13,REFRIGERACION DE MOTOR,MEDIR,Registrar el nivel de tension  de las fases W-V en [V] del motor de refrigeracion ,Tarea,FALSE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
38,24,MEPA-A24,REFRIGERACION DE MOTOR,VERIFICAR,Verificación de la tornillería y conexiones del sistema de refrigeración (Usar torquímetro),Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
39,25,MEPA-A25,REFRIGERACION DE MOTOR,VERIFICAR,"Verificación del ventilador , buscar rajaduras y controlar contrapesos",Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
40,26,MEPA-A26,REFRIGERACION DE MOTOR,PROBAR,Prueba de funcionamiento continuo del motor de refrigeración,Actividad,FALSE,MEDIA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
41,27,MEPA-A27,REFRIGERACION DE MOTOR,MONITORIZAR,"Inspecciones por ultrasonidos, durante las pruebas de funcionamiento del motor de refrigeración",Actividad,FALSE,BAJA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
42,28,MEPA-A28,REFRIGERACION DE MOTOR,MONITORIZAR,"Inspecciones de vibraciones, durante las pruebas de funcionamiento del motor de refrigeración",Actividad,FALSE,MEDIA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
43,29,MEPA-A29,REFRIGERACION DE MOTOR,MEDIR,Resistencia de aislamiento del motor de refrigeracion,Actividad,TRUE,ALTA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
44,3,ECON,ELEMENTOS DE CONTROL DEL MOTOR ,,,Plan,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
45,30,MEPA-A31,ELEMENTOS DE CONTROL DEL MOTOR,VERIFICAR,"Inspección de la tornillería, conexiones electricas y articulación del taco motor",Actividad,TRUE,MEDIA,ELECTROMECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
46,4,MEPR,MOTOR ELECTRICO PRINCIPAL RESPALDO,,,Plan,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
47,31,MEPR-A01,MOTOR ELECTRICO PRINCIPAL RESPALDO,PROBAR,Giro manual del eje (un par de rotaciones).,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Mensual,,,
48,32,MEPR-A02,MOTOR ELECTRICO PRINCIPAL RESPALDO,VERIFICAR,"Verificación desgastes, rajaduras y resequedad de los conductores del motor.",Actividad,TRUE,BAJA,ELECTROMECANICO,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Mensual,,,
49,33,MEPR-A03,MOTOR ELECTRICO PRINCIPAL RESPALDO,LIMPIAR,Limpieza de las superficies del motor y tapas de la refrigeración,Actividad,TRUE,BAJA,ELECTROMECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
50,34,MEPR-A04,MOTOR ELECTRICO PRINCIPAL RESPALDO,LIMPIAR,Limpieza y verificación del cable canal de los conductores eléctricos del motor,Actividad,TRUE,BAJA,ELECTROMECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Trimestal,,,
51,35,MEPR-A05,MOTOR ELECTRICO PRINCIPAL RESPALDO,VERIFICAR,Verificación del estado de los acoples del motor y su tornillería.,Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
52,36,MEPR-A06,MOTOR ELECTRICO PRINCIPAL RESPALDO,MEDIR,Resistencia de Aislamiento del motor principal de respaldo,Actividad,TRUE,MEDIA,BASADA EN CONDICION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
53,5,RMR,REFRIGERACION  DE MOTOR RESPALDO,,,Plan,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,
54,37,MEPR-A07,REFRIGERACION  DE MOTOR RESPALDO,VERIFICAR,Verificación de la tornillería y conexiones del sistema de refrigeración (Usar torquímetro),Actividad,TRUE,MEDIA,MECANICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
55,38,MEPR-A08,REFRIGERACION  DE MOTOR RESPALDO,MEDIR,Resistencia de aislamiento del motor de refrigeración ,Actividad,TRUE,ALTA,ELECTRICO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspeccion Anual,,,
56,6,ACTC,ACOPLE TIPO CARDAN,,,Plan,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,
57,39,AMR-A01,ACOPLE TIPO CARDAN,VERIFICAR,Ausencia de ruidos anormales. (No tocar las protecciones),Actividad,FALSE,MEDIA,OPERATIVA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Inspección Diaria,,,
